stn;time;uto200s0;gre000z0;tre200s0;ure200s0;fkl010z0;fve010z0
THU;2.02406E+11;13.5;16;16;99.2;1.2;1.1
THU;2.02406E+11;13.5;21;16;98.9;1.7;1.7
THU;2.02406E+11;13.5;31;16;99;1.6;1.5
THU;2.02406E+11;13.4;35;16;98.4;1.1;1.1
THU;2.02406E+11;13.5;42;16.3;97.2;0.8;0.6
THU;2.02406E+11;13.5;73;16.5;96.4;0.7;0.2
THU;2.02406E+11;13.6;57;16.4;97.7;1.1;1.1
THU;2.02406E+11;13.5;29;16.3;97.9;0.8;0.5
THU;2.02406E+11;13.6;17;16.1;99.2;0.7;0.6
THU;2.02406E+11;13.6;12;16.1;99.2;1;1
THU;2.02406E+11;13.5;14;16.4;96.4;1.1;0.9
THU;2.02406E+11;13;14;16.3;94.1;1.1;1
THU;2.02406E+11;13;23;16;95.8;1.4;1.3
THU;2.02406E+11;13.1;31;16;96.5;1.9;1.8
THU;2.02406E+11;12.9;17;15.9;95.5;1.7;1.6
THU;2.02406E+11;12.8;5;15.8;95.3;2.2;2.2
THU;2.02406E+11;12.8;0;15.7;95.2;1.4;1.4
THU;2.02406E+11;12.9;0;15.5;97.6;1.2;1.1
THU;2.02406E+11;12.9;0;15.3;99.2;1.9;1.8
THU;2.02406E+11;12.7;0;15;99.3;1.6;1.6
THU;2.02406E+11;12.8;0;15.1;99.3;1.2;1.2
THU;2.02406E+11;12.9;0;15.3;99.2;1.1;1
THU;2.02406E+11;12.9;0;15.3;99.2;0.8;0.8
THU;2.02406E+11;13;0;15.4;99.2;0.4;0.4
THU;2.02406E+11;12.8;0;15.4;97.8;0.6;0.4
THU;2.02406E+11;12.8;0;15.2;98.2;1.6;1.3
THU;2.02406E+11;12.7;0;15;99.2;1.8;1.7
THU;2.02406E+11;12.6;0;14.9;99.2;1.3;1.1
THU;2.02406E+11;12.8;0;15.1;99.2;0.5;0.3
THU;2.02406E+11;12.8;0;15.1;99.1;1.7;1.5
THU;2.02406E+11;12.4;0;14.6;99.2;1.2;1.2
THU;2.02406E+11;12.4;0;14.6;99.3;1.3;1.2
THU;2.02406E+11;12.6;0;14.9;98.6;3.2;3.2
THU;2.02406E+11;12.3;0;15;96.2;2.7;2.7
THU;2.02406E+11;12.3;0;14.9;96;2.7;2.7
THU;2.02406E+11;12.2;0;14.8;96.5;3.5;3.5
THU;2.02406E+11;12;0;14.8;94.4;2.3;2.3
THU;2.02406E+11;11.9;0;14.7;94.6;3;2.9
THU;2.02406E+11;12;0;14.6;95.6;2.1;2.1
THU;2.02406E+11;12;0;14.3;97.3;1.6;1.6
THU;2.02406E+11;12;0;14.3;97.4;1.9;1.8
THU;2.02406E+11;12.1;0;14.4;97.4;1.9;1.9
THU;2.02406E+11;12.1;0;14.4;97.4;1.7;1.7
THU;2.02406E+11;12.1;0;14.3;98.8;1.7;1.7
THU;2.02406E+11;12.1;0;14.4;98;1.6;1.6
THU;2.02406E+11;12;0;14.3;97.9;1;0.9
THU;2.02406E+11;12;0;14.4;96.9;0.7;0.4
THU;2.02406E+11;12.1;0;14.4;98.1;1;1
THU;2.02406E+11;12.3;0;14.4;99.2;0.3;0.3
THU;2.02406E+11;12.3;0;14.4;99.2;2;1.7
THU;2.02406E+11;12.1;0;14.3;99.1;2;2
THU;2.02406E+11;12.1;0;14.2;99.2;0.5;0.2
THU;2.02406E+11;12.1;0;14.2;99.2;1;0.8
THU;2.02406E+11;11.9;0;14;99.2;0.9;0.8
THU;2.02406E+11;11.8;0;13.7;99.3;1;1
THU;2.02406E+11;11.7;0;13.6;99.3;1;0.9
THU;2.02406E+11;11.6;0;13.5;99.3;1.4;1.3
THU;2.02406E+11;11.7;0;13.6;99.3;1.1;1
THU;2.02406E+11;11.7;0;13.6;99.3;0.3;0.3
THU;2.02406E+11;11.6;0;13.5;99.3;0.5;0.4
THU;2.02406E+11;11.7;0;13.6;99.3;0.9;0.8
THU;2.02406E+11;11.9;0;13.8;99.3;0.7;0.6
THU;2.02406E+11;11.8;0;13.7;99.3;0.9;0.8
THU;2.02406E+11;11.8;0;13.7;99.3;1.3;1.3
THU;2.02406E+11;11.8;0;13.7;99.3;0.6;0.6
THU;2.02406E+11;11.8;0;13.7;99.3;0.4;0.3
THU;2.02406E+11;11.8;1;13.7;99.3;0.7;0.6
THU;2.02406E+11;11.9;6;13.9;99.3;1;1
THU;2.02406E+11;11.8;14;13.8;99.2;1.8;1.7
THU;2.02406E+11;11.8;22;13.7;99.3;0.9;0.9
THU;2.02406E+11;11.9;27;13.8;99.3;0.5;0.5
THU;2.02406E+11;11.9;44;13.8;99.3;0.8;0.8
THU;2.02406E+11;12.1;70;14.1;99.3;1.3;1.3
THU;2.02406E+11;12.2;86;14.4;99;0.7;0.4
THU;2.02406E+11;12.1;81;14.5;96.7;0.6;0.6
THU;2.02406E+11;12.1;94;14.6;96.9;0.9;0.9
THU;2.02406E+11;12.2;87;14.7;97.2;1;1
THU;2.02406E+11;12.1;70;14.7;96.2;1.2;1.1
THU;2.02406E+11;12.3;50;14.8;96.7;0.4;0.4
THU;2.02406E+11;12.1;50;14.8;95.8;0.7;0.7
THU;2.02406E+11;12.2;58;14.8;96;0.5;0.5
THU;2.02406E+11;12.2;82;14.9;95.5;0.4;0.4
THU;2.02406E+11;12.3;90;15;95.8;0.9;0.5
THU;2.02406E+11;12.3;149;15.1;95.7;0.9;0.9
THU;2.02406E+11;12.3;277;15.3;94.4;1;0.9
THU;2.02406E+11;12;280;15.5;91;1.1;1.1
THU;2.02406E+11;12.1;176;15.6;90.7;1.1;1
THU;2.02406E+11;11.9;158;15.5;90.5;0.9;0.8
THU;2.02406E+11;12.1;186;15.6;91;0.7;0.7
THU;2.02406E+11;12.2;188;15.6;91.9;0.7;0.7
THU;2.02406E+11;12.2;213;15.6;91.9;0.6;0.5
THU;2.02406E+11;12.3;239;15.7;92.1;0.7;0.6
THU;2.02406E+11;12.3;249;15.9;91.1;0.6;0.5
THU;2.02406E+11;12.7;283;16.1;92.2;0.4;0.2
THU;2.02406E+11;12.1;287;16.1;88.5;1.1;0.9
THU;2.02406E+11;12.3;262;16.3;88.8;0.9;0.7
THU;2.02406E+11;12.6;180;16.2;91.3;0.8;0.8
THU;2.02406E+11;12.9;284;16.4;92.7;1.4;1.3
THU;2.02406E+11;12.8;322;16.4;91.8;1.9;1.7
THU;2.02406E+11;12.6;259;16.5;89.8;2.4;2.3
THU;2.02406E+11;12.1;261;15.8;89.8;3.8;3.8
THU;2.02406E+11;11.9;158;15.4;90.6;4;4
THU;2.02406E+11;12;178;15.2;92.6;3.6;3.6
THU;2.02406E+11;12;200;15;93.9;4;4
THU;2.02406E+11;12.1;194;14.8;95.9;3.3;3.2
THU;2.02406E+11;12.3;204;14.8;97.6;3.8;3.7
THU;2.02406E+11;12.3;125;14.6;98.2;2.5;2.5
THU;2.02406E+11;12.3;85;14.4;99.2;2.4;2.4
THU;2.02406E+11;12.2;92;14.3;99.2;3;2.9
THU;2.02406E+11;11.7;126;14;97.3;4.2;4.2
THU;2.02406E+11;11.9;140;13.9;98.8;3.6;3.6
THU;2.02406E+11;11.9;133;13.9;99.2;3.9;3.9
THU;2.02406E+11;11.6;162;13.6;99.2;4.1;3.9
THU;2.02406E+11;11.5;126;13.4;99.2;3.8;3.7
THU;2.02406E+11;11.5;60;13.4;99.2;4.2;4.1
THU;2.02406E+11;11.4;84;13.3;99.2;4.2;4
THU;2.02406E+11;11.4;65;13.2;99.2;3.4;3.3
THU;2.02406E+11;11.3;24;13.1;99.2;2.9;2.8
THU;2.02406E+11;11.3;15;13.1;99.2;3.7;3.7
THU;2.02406E+11;11.2;15;12.9;99.2;3;3
THU;2.02406E+11;11.1;17;12.8;99.2;2.3;2.2
THU;2.02406E+11;11.1;22;12.7;99.2;2.4;2.4
THU;2.02406E+11;11.1;43;12.7;99.2;1.3;1.2
THU;2.02406E+11;11.1;74;12.8;99.2;1.2;1.1
THU;2.02406E+11;11.1;50;12.8;99.2;1;0.9
THU;2.02406E+11;11.1;27;12.9;98.5;1;1
THU;2.02406E+11;11.1;31;12.9;98.4;0.7;0.7
THU;2.02406E+11;11.2;44;12.9;99.2;0.9;0.9
THU;2.02406E+11;11.3;71;13.1;99.2;0.6;0.5
THU;2.02406E+11;11.3;87;13.1;99.2;1.4;1.4
THU;2.02406E+11;11.4;109;13.2;99.1;0.9;0.9
THU;2.02406E+11;11;115;13.3;95.9;0;0
THU;2.02406E+11;11.1;152;13.5;95;0.5;0.5
THU;2.02406E+11;11.4;300;13.9;95.3;1.2;1.2
THU;2.02406E+11;11.3;299;14.1;93.4;1.4;1.4
THU;2.02406E+11;11;258;14.1;90.7;1.3;1.3
THU;2.02406E+11;10.9;169;14.1;89.7;1.1;1
THU;2.02406E+11;10.7;166;14;88.6;1;0.9
THU;2.02406E+11;10.9;208;14.2;89.5;0.8;0.7
THU;2.02406E+11;11.2;528;14.8;88.8;2;2
THU;2.02406E+11;11;379;14.7;87.3;2.7;2.6
THU;2.02406E+11;10.8;196;14.3;87.5;2.3;2.2
THU;2.02406E+11;11;165;14.6;87.7;2;1.8
THU;2.02406E+11;10.8;149;14.5;87.3;2.2;2
THU;2.02406E+11;10.6;169;14.5;85.4;2.2;2.2
THU;2.02406E+11;10.8;271;14.8;85.1;2;2
THU;2.02406E+11;10.2;162;14.5;82.7;2.1;2.1
THU;2.02406E+11;10.2;197;14.5;81.7;1.5;1.5
THU;2.02406E+11;10.4;332;15.2;79.8;1.7;1.6
THU;2.02406E+11;9.9;296;15.2;76.4;2.9;2.9
THU;2.02406E+11;9.8;233;15.1;75.6;2;1.9
THU;2.02406E+11;9.6;192;15;74.9;1.6;1.6
THU;2.02406E+11;9.4;111;14.8;74.4;1.4;1.3
THU;2.02406E+11;9.6;127;14.8;75.3;1.3;1.3
THU;2.02406E+11;9.6;84;14.6;76.4;1.8;1.8
THU;2.02406E+11;9.6;72;14.3;77.8;1.9;1.8
THU;2.02406E+11;9.7;31;13.7;81.8;1.6;1.6
THU;2.02406E+11;10.3;24;13.2;89.4;1.2;1.2
THU;2.02406E+11;10.6;9;12.3;97;0.9;0.9
THU;2.02406E+11;10.5;3;11.9;99.2;0.6;0.6
THU;2.02406E+11;10.3;0;11.7;99.2;0.9;0.9
THU;2.02406E+11;10.3;0;11.5;99.3;0.7;0.7
THU;2.02406E+11;10.1;0;11.3;99.3;0.8;0.8
THU;2.02406E+11;10.3;0;11.5;99.3;1.1;1
THU;2.02406E+11;10.6;0;12.1;99.3;0.5;0.4
THU;2.02406E+11;10.6;0;12.1;99.2;0.3;0.2
THU;2.02406E+11;10.5;0;11.9;99.2;0.1;0.1
THU;2.02406E+11;10.3;0;11.7;99.2;0.4;0.3
THU;2.02406E+11;10.5;0;11.9;99.3;0.3;0.3
THU;2.02406E+11;10.3;0;11.5;99.3;0.7;0.7
THU;2.02406E+11;10.3;0;11.5;99.3;0.8;0.8
THU;2.02406E+11;10.4;0;11.8;99.3;1.1;1
THU;2.02406E+11;10.7;0;12.2;99.3;0.5;0.4
THU;2.02406E+11;10.6;0;12.1;99.3;0.4;0.4
THU;2.02406E+11;10.6;0;12;99.3;0.2;0.2
THU;2.02406E+11;10.6;0;12;99.3;0.4;0.2
THU;2.02406E+11;10.7;0;12.2;99.3;0.5;0.5
THU;2.02406E+11;10.8;0;12.3;99.3;0.7;0.7
THU;2.02406E+11;10.8;0;12.3;99.3;0.3;0.3
THU;2.02406E+11;10.8;0;12.3;99.3;0.8;0.7
THU;2.02406E+11;10.8;0;12.3;99.3;0.9;0.9
THU;2.02406E+11;10.8;0;12.3;99.3;0.6;0.6
THU;2.02406E+11;10.7;0;12.2;99.3;0.6;0.5
THU;2.02406E+11;10.6;0;12;99.3;0.6;0.6
THU;2.02406E+11;10.6;0;12.1;99.3;0.4;0.2
THU;2.02406E+11;10.8;0;12.3;99.3;0.6;0.6
THU;2.02406E+11;10.6;0;12.1;99.3;0.4;0.2
THU;2.02406E+11;10.7;0;12.2;99.3;0.1;0.1
THU;2.02406E+11;10.6;0;12.1;99.3;0.3;0.3
THU;2.02406E+11;10.5;0;11.9;99.3;0.7;0.7
THU;2.02406E+11;10.6;0;12;99.3;0.1;0.1
THU;2.02406E+11;10.6;0;12.1;99.3;0.2;0.2
THU;2.02406E+11;10.7;0;12.2;99.3;0.3;0.3
THU;2.02406E+11;10.8;0;12.3;99.3;0.4;0.1
THU;2.02406E+11;10.8;0;12.3;99.3;0.7;0.5
THU;2.02406E+11;10.7;0;12.2;99.3;1.1;1.1
THU;2.02406E+11;10.5;0;11.9;99.3;1;1
THU;2.02406E+11;10.4;0;11.8;99.3;0.8;0.8
THU;2.02406E+11;10.3;0;11.7;99.3;0.4;0.4
THU;2.02406E+11;10.3;0;11.7;99.3;0.3;0.2
THU;2.02406E+11;10.4;0;11.8;99.3;0.1;0.1
THU;2.02406E+11;10.4;0;11.8;99.3;0.2;0.2
THU;2.02406E+11;10.3;0;11.6;99.3;0.7;0.7
THU;2.02406E+11;10.3;0;11.7;99.3;1;1
THU;2.02406E+11;10.5;0;11.9;99.3;0.4;0.4
THU;2.02406E+11;10.6;0;12;99.3;0.1;0.1
THU;2.02406E+11;10.6;0;12;99.3;0.7;0.6
THU;2.02406E+11;10.6;0;12;99.3;0.3;0.3
THU;2.02406E+11;10.6;0;12.1;99.3;0.3;0.3
THU;2.02406E+11;10.6;0;12.1;99.3;0.3;0.2
THU;2.02406E+11;10.6;0;12;99.3;0.3;0.3
THU;2.02406E+11;10.6;0;12;99.3;0.5;0.4
THU;2.02406E+11;10.6;0;12.1;99.3;0.5;0.5
THU;2.02406E+11;10.6;0;12.1;99.3;0.8;0.8
THU;2.02406E+11;10.6;0;12.1;99.3;0.4;0.4
THU;2.02406E+11;10.6;3;12.1;99.3;0.8;0.7
THU;2.02406E+11;10.7;3;12.2;99.2;0.8;0.8
THU;2.02406E+11;10.7;8;12.2;99.2;0.4;0.4
THU;2.02406E+11;10.6;9;12.1;99.2;0.4;0.3
THU;2.02406E+11;10.6;15;12;99.3;0.6;0.4
THU;2.02406E+11;10.5;24;11.9;99.3;0.3;0.3
THU;2.02406E+11;10.6;37;12;99.3;0.3;0.3
THU;2.02406E+11;10.6;68;12.1;99.3;0.4;0.4
THU;2.02406E+11;10.8;43;12.3;99.3;0.6;0.5
THU;2.02406E+11;10.9;51;12.5;99.3;0.9;0.9
THU;2.02406E+11;11.1;150;12.8;99.3;1.9;1.9
THU;2.02406E+11;11.4;214;13.2;99.2;2.2;2.2
THU;2.02406E+11;11.4;228;13.3;99.2;2.4;2.4
THU;2.02406E+11;11.6;271;13.5;99.2;2.7;2.7
THU;2.02406E+11;11.6;304;13.7;98.4;3;3
THU;2.02406E+11;11.4;351;13.9;95.4;3.1;3.1
THU;2.02406E+11;11.3;291;14.1;93;2.2;2.2
THU;2.02406E+11;11;258;14.1;90.9;2.5;2.5
THU;2.02406E+11;11;178;14.2;90.1;2.9;2.9
THU;2.02406E+11;10.9;188;14.3;88.5;2.7;2.7
THU;2.02406E+11;11;187;14.4;89.3;2.3;2.3
THU;2.02406E+11;11.1;209;14.6;88.7;2.3;2.3
THU;2.02406E+11;11;188;14.6;87.7;2.7;2.7
THU;2.02406E+11;10.9;201;14.7;86.7;2.6;2.6
THU;2.02406E+11;10.9;160;14.9;85.8;1.9;1.9
THU;2.02406E+11;11;146;15;85.7;1.7;1.7
THU;2.02406E+11;11.1;223;15;86.4;1.3;1.1
THU;2.02406E+11;11.2;574;15.9;82.6;1.2;1
THU;2.02406E+11;10.9;389;15.9;80.4;1.1;0.9
THU;2.02406E+11;11.2;394;16.3;81;1.3;1.3
THU;2.02406E+11;10.6;352;16.3;76.5;1.4;0.8
THU;2.02406E+11;10.2;307;16.3;73.3;1.3;1.2
THU;2.02406E+11;9.8;183;16;71.9;1.1;0.8
THU;2.02406E+11;10.7;90;15.6;80.5;1.5;0.8
THU;2.02406E+11;10.4;98;15.8;77.7;1.2;0.1
THU;2.02406E+11;10.4;112;15.8;77.4;1.4;1
THU;2.02406E+11;10;100;15.9;73.9;1.8;1.7
THU;2.02406E+11;10.2;105;16;75;1.4;1.4
THU;2.02406E+11;10.4;145;16.1;75.8;1.2;1
THU;2.02406E+11;10.4;208;16.3;75;1.2;1.1
THU;2.02406E+11;10.2;288;16.5;73.1;1.2;1.1
THU;2.02406E+11;10.2;274;16.8;71.9;1.4;1.2
THU;2.02406E+11;10.1;194;16.8;70.6;1.8;1.7
THU;2.02406E+11;10.1;169;16.8;70.8;1.8;1.8
THU;2.02406E+11;10.2;128;16.5;73.2;2.9;2.6
THU;2.02406E+11;10.3;103;16.1;75.5;3;2.9
THU;2.02406E+11;10.3;122;15.9;75.7;2.9;2.9
THU;2.02406E+11;10.2;119;16;75.1;2.5;2.4
THU;2.02406E+11;10.3;125;16.2;74.3;2.2;2.2
THU;2.02406E+11;10.2;115;16.1;74.1;2.2;2.2
THU;2.02406E+11;10.3;116;16.2;75.1;1.6;1.6
THU;2.02406E+11;10.5;100;16.3;75.4;1.3;1.2
THU;2.02406E+11;10.3;114;16;75.7;2;2
THU;2.02406E+11;10.3;117;16;75.4;2.1;2
THU;2.02406E+11;10.3;133;16.1;75.7;2.4;2.4
THU;2.02406E+11;10.3;98;16.1;74.9;2.1;2.1
THU;2.02406E+11;10.5;90;16.2;76.1;1.5;1.3
THU;2.02406E+11;10.4;75;16.2;75.4;1.3;1.3
THU;2.02406E+11;10.2;97;16.3;73.3;2.2;2.2
THU;2.02406E+11;10;118;16.5;71.4;0.8;0.7
THU;2.02406E+11;9.8;92;16.4;70.4;1.8;1.6
THU;2.02406E+11;10;91;16.4;72.1;1.5;1.2
THU;2.02406E+11;10.4;76;16.3;75.1;1.8;1.8
THU;2.02406E+11;10.6;76;16;78.2;2.5;2.5
THU;2.02406E+11;10.6;71;16.1;76.9;2;2
THU;2.02406E+11;10.9;70;15.9;80.2;2.2;2.2
THU;2.02406E+11;10.9;57;15.9;80.4;0.9;0.9
THU;2.02406E+11;10.8;75;15.8;80.3;2.6;2.6
THU;2.02406E+11;10.9;115;15.9;80.5;2.1;2
THU;2.02406E+11;11;124;16.2;79.9;1.7;1.7
THU;2.02406E+11;10.8;130;16.2;78.3;0.7;0.7
THU;2.02406E+11;10.8;124;16.4;77.2;1.5;1.5
THU;2.02406E+11;10.9;134;16.3;78.6;1.2;1.1
THU;2.02406E+11;11.1;154;16.4;79.4;2.2;2.2
THU;2.02406E+11;11.1;140;16.4;79.6;2.3;2.3
THU;2.02406E+11;11;91;16.4;79.1;1.9;1.8
THU;2.02406E+11;11;69;16.3;79.6;1.9;1.9
THU;2.02406E+11;10.9;75;16.3;78.2;2.1;2.1
THU;2.02406E+11;10.9;78;16.3;78.5;1.7;1.7
THU;2.02406E+11;10.9;62;16.3;78.1;1.9;1.8
THU;2.02406E+11;10.9;42;16.3;78.2;2;1.9
THU;2.02406E+11;11.1;38;16.1;81.1;1.9;1.9
THU;2.02406E+11;11.2;32;16;81.8;2.2;2.2
THU;2.02406E+11;11.1;24;16;81.5;1.7;1.7
THU;2.02406E+11;11.1;16;16;81.7;1.6;1.6
THU;2.02406E+11;11.1;11;16;81.6;1.2;1.2
THU;2.02406E+11;11.5;6;15.8;85;0.7;0.3
THU;2.02406E+11;11.8;1;15.5;89.1;1.4;1.4
THU;2.02406E+11;11.5;0;15.4;87.7;1.5;1.4
THU;2.02406E+11;11.2;0;15.3;85.6;1.6;1.5
THU;2.02406E+11;11.8;0;15;92.2;0.5;0.5
THU;2.02406E+11;11.7;0;15.1;91;0.5;0.5
THU;2.02406E+11;11.7;0;15;91.6;0.5;0.5
THU;2.02406E+11;11.7;0;14.9;91.9;0.8;0.8
THU;2.02406E+11;12.2;0;14.5;97.9;0.9;0.9
THU;2.02406E+11;12.3;0;14.4;99.2;0.6;0.6
THU;2.02406E+11;12.3;0;14.4;99.2;0.6;0.5
THU;2.02406E+11;12.2;0;14.3;99.2;0.8;0.7
THU;2.02406E+11;12.1;0;14.2;99.2;0.7;0.7
THU;2.02406E+11;12.1;0;14.2;99.2;0.6;0.6
THU;2.02406E+11;12.2;0;14.4;98.9;0.2;0.2
THU;2.02406E+11;12.1;0;14.2;99.2;0.6;0.6
THU;2.02406E+11;12.1;0;14.2;99.2;0.1;0.1
THU;2.02406E+11;12.1;0;14.1;99.2;0.5;0.5
THU;2.02406E+11;12.1;0;14.1;99.2;0.5;0.5
THU;2.02406E+11;11.9;0;14;99.2;0.7;0.7
THU;2.02406E+11;11.6;0;13.5;99.2;0.8;0.7
THU;2.02406E+11;11.6;0;13.4;99.3;0.8;0.6
THU;2.02406E+11;11.5;0;13.3;99.3;0.1;0.1
THU;2.02406E+11;11.4;0;13.2;99.3;0.4;0.4
THU;2.02406E+11;11.4;0;13.1;99.3;0.5;0.5
THU;2.02406E+11;11.4;0;13.1;99.3;0.8;0.8
THU;2.02406E+11;11.5;0;13.3;99.3;0.5;0.3
THU;2.02406E+11;11.8;0;13.7;99.3;0.7;0.7
THU;2.02406E+11;11.9;0;13.8;99.3;0.1;0.1
THU;2.02406E+11;11.7;0;13.6;99.3;0.2;0.2
THU;2.02406E+11;11.6;0;13.5;99.3;0.2;0.2
THU;2.02406E+11;11.7;0;13.6;99.3;0;0
THU;2.02406E+11;11.8;0;13.7;99.3;0;0
THU;2.02406E+11;11.8;0;13.7;99.3;0.5;0.5
THU;2.02406E+11;11.6;0;13.5;99.3;0.5;0.4
THU;2.02406E+11;11.7;0;13.6;99.3;0.8;0.8
THU;2.02406E+11;11.7;0;13.6;99.3;0.6;0.6
THU;2.02406E+11;11.5;0;13.4;99.2;0.7;0.7
THU;2.02406E+11;11.4;0;13.3;99.2;0.6;0.4
THU;2.02406E+11;11.1;0;12.8;99.3;1.5;1.5
THU;2.02406E+11;11.1;0;12.7;99.3;1.8;1.8
THU;2.02406E+11;10.9;0;12.5;99.3;1.5;1.5
THU;2.02406E+11;10.9;0;12.5;99.3;0.4;0.2
THU;2.02406E+11;11;0;12.6;99.3;0.5;0.4
THU;2.02406E+11;10.7;0;12.2;99.3;0.3;0.3
THU;2.02406E+11;10.2;0;11.4;99.3;0.7;0.6
THU;2.02406E+11;10.4;0;11.8;99.3;0.5;0.4
THU;2.02406E+11;10.3;0;11.5;99.3;0.2;0.2
THU;2.02406E+11;9.7;0;10.6;99.3;0.6;0.4
THU;2.02406E+11;9.6;0;10.5;99.3;1;1
THU;2.02406E+11;9.5;0;10.3;99.3;1.1;1.1
THU;2.02406E+11;9.6;0;10.4;99.3;0.7;0.7
THU;2.02406E+11;9.8;0;10.9;99.3;0.4;0.4
THU;2.02406E+11;9.6;4;10.4;99.3;0.6;0.6
THU;2.02406E+11;9.5;9;10.2;99.3;0.4;0.4
THU;2.02406E+11;9.2;15;9.8;99.3;0.8;0.8
THU;2.02406E+11;9.6;32;10.4;99.3;0.7;0.6
THU;2.02406E+11;9.7;40;10.6;99.3;0.2;0.2
THU;2.02406E+11;9.8;82;10.7;99.3;0.5;0.5
THU;2.02406E+11;10.3;108;11.5;99.3;0.3;0.1
THU;2.02406E+11;10.8;138;12.3;99.3;0.2;0.2
THU;2.02406E+11;11.2;160;12.9;99.3;0.3;0.2
THU;2.02406E+11;11.4;191;13.2;99.3;0.5;0.4
THU;2.02406E+11;11.4;220;13.6;96.7;0.2;0.2
THU;2.02406E+11;11.3;243;14;93.8;0.2;0.2
THU;2.02406E+11;11.3;248;14.3;92.3;0.6;0.5
THU;2.02406E+11;11.2;308;14.8;88.8;1.5;1.5
THU;2.02406E+11;11.3;340;15.1;87.6;1.6;1.6
THU;2.02406E+11;11.3;371;15.5;85.1;1.4;1.3
THU;2.02406E+11;11;402;15.7;81.9;1.9;1.8
THU;2.02406E+11;11;432;16.1;80.3;0.2;0.2
THU;2.02406E+11;11;461;16.3;79.5;1.5;1.5
THU;2.02406E+11;10.9;491;16.5;78;0.4;0.4
THU;2.02406E+11;11;519;16.9;76.5;0.4;0.4
THU;2.02406E+11;11;548;17.2;75.3;1.8;1.8
THU;2.02406E+11;11.2;577;17.6;74.4;1.7;1.7
THU;2.02406E+11;11;605;18;71.6;0.1;0.1
THU;2.02406E+11;10.6;632;17.8;69.6;0.6;0.3
THU;2.02406E+11;10.8;658;18.1;69.8;0.8;0.7
THU;2.02406E+11;10.8;684;18.5;68.7;0.7;0.6
THU;2.02406E+11;11;714;18.6;69.2;0.2;0.1
THU;2.02406E+11;10.9;743;18.9;67.5;0.6;0.3
THU;2.02406E+11;11.1;771;19.4;66.8;0.8;0.6
THU;2.02406E+11;11.1;801;19.6;65.7;0.8;0.3
THU;2.02406E+11;10.9;830;19.6;64.6;1.3;1.2
THU;2.02406E+11;10.9;906;19.9;63.7;1.7;1.3
THU;2.02406E+11;11.1;975;20.3;63.4;1.8;1.5
THU;2.02406E+11;11;351;19.5;65.4;1.2;1.1
THU;2.02406E+11;11;814;20.1;63.5;0.1;0.1
THU;2.02406E+11;10.9;691;20;63.1;1.9;1.7
THU;2.02406E+11;11.1;1050;20.7;61.5;2;1.7
THU;2.02406E+11;11;1060;21;60.2;1.9;1.7
THU;2.02406E+11;11;764;21;59.9;1.7;1.5
THU;2.02406E+11;10.8;438;20.2;61.8;1.7;1
THU;2.02406E+11;11.1;516;20.5;62.3;1.8;1.6
THU;2.02406E+11;11.1;512;20.5;62.7;1.5;1.4
THU;2.02406E+11;11;558;20.6;61.3;1.6;1.4
THU;2.02406E+11;11.6;952;21.2;62.6;2;1.9
THU;2.02406E+11;11.5;1073;21.6;60.9;1.8;1.6
THU;2.02406E+11;11.8;1019;22.1;60.6;2.7;2.4
THU;2.02406E+11;11.5;608;21.7;60.2;3.2;3.1
THU;2.02406E+11;11.6;416;21.1;63.2;3;3
THU;2.02406E+11;12;471;21.3;64.2;2.4;2.4
THU;2.02406E+11;12;520;21.5;63.5;2.2;2.2
THU;2.02406E+11;11.8;460;21.5;62.7;2.8;2.6
THU;2.02406E+11;11.7;380;21.5;62;2.6;2.5
THU;2.02406E+11;11.6;493;21.6;61.3;2.6;2.6
THU;2.02406E+11;12;544;22.2;61.2;2.1;2.1
THU;2.02406E+11;11.8;435;22.1;60.6;2.6;2.5
THU;2.02406E+11;12.2;485;22.4;61.6;2.8;2.8
THU;2.02406E+11;12;562;22.8;59;2.9;2.8
THU;2.02406E+11;11.8;406;22.6;58.7;2.8;2.8
THU;2.02406E+11;11.7;443;22.6;58.3;2.7;2.6
THU;2.02406E+11;11.9;497;22.8;58.8;2.6;2.5
THU;2.02406E+11;11.6;418;23;56.5;2.6;2.6
THU;2.02406E+11;11.9;505;23.2;57.4;2.1;2.1
THU;2.02406E+11;12.1;491;23.2;58.2;2.8;2.8
THU;2.02406E+11;11.9;416;23.4;56.5;3;2.9
THU;2.02406E+11;11.4;331;23.3;54.5;2.1;2.1
THU;2.02406E+11;12;657;23.8;55.6;2.8;2.7
THU;2.02406E+11;11.6;622;23.8;54;3;3
THU;2.02406E+11;12.2;614;24.5;54.2;2.2;2.1
THU;2.02406E+11;12;602;24.2;54.2;0.1;0.1
THU;2.02406E+11;11.9;386;24.3;53.8;0.7;0.7
THU;2.02406E+11;11.6;476;24.3;52.5;0.9;0.7
THU;2.02406E+11;12.2;696;25;53.2;1.6;1.5
THU;2.02406E+11;11.9;377;24.5;53;1.5;1.3
THU;2.02406E+11;12;569;24.8;52.7;0.8;0.7
THU;2.02406E+11;12;496;24.8;52.6;1.4;1.2
THU;2.02406E+11;11.6;453;24.6;51.5;1.1;1.1
THU;2.02406E+11;11.7;407;24.8;51.5;1.1;1
THU;2.02406E+11;11.6;400;24.7;51.1;0;0
THU;2.02406E+11;11.9;316;24.8;52;0;0
THU;2.02406E+11;11.9;211;24.4;53.3;0;0
