stn;time;uto200s0;gre000z0;tre200s0;ure200s0;fkl010z0;fve010z0
THU;2.02405E+11;9;484;14.5;72.9;0.5;0.3
THU;2.02405E+11;9.1;511;14.8;72.1;0.5;0.4
THU;2.02405E+11;9.3;542;15.6;69.9;0.4;0.1
THU;2.02405E+11;8.9;575;15.6;66.6;0.9;0.9
THU;2.02405E+11;9.1;604;16;66.4;1.4;1.4
THU;2.02405E+11;9.1;632;16.4;65.1;0.7;0.7
THU;2.02405E+11;8.8;656;16.7;62.3;0.9;0.9
THU;2.02405E+11;8.8;682;17.1;60.4;0.6;0.5
THU;2.02405E+11;9.1;707;17.5;60.8;0.6;0.3
THU;2.02405E+11;8.6;730;17.8;56.9;1.2;1.2
THU;2.02405E+11;8.9;753;18.2;56.9;1.1;1
THU;2.02405E+11;8.9;774;18.4;56.8;0.9;0.8
THU;2.02405E+11;9.1;794;18.8;56.3;1.3;1.1
THU;2.02405E+11;9.4;813;19.3;56.7;1.7;1.6
THU;2.02405E+11;9.6;830;19.5;57.2;1.1;1
THU;2.02405E+11;9.8;846;19.9;57.4;1.8;1.7
THU;2.02405E+11;9.7;861;20;56.2;1.6;1.4
THU;2.02405E+11;10;874;20.5;55.9;1.7;1.6
THU;2.02405E+11;9.6;887;20.4;54.1;1.8;1.7
THU;2.02405E+11;9.7;895;20.8;53.8;2.4;2.1
THU;2.02405E+11;9.9;906;20.9;54.2;2.1;1.8
THU;2.02405E+11;10;913;21.1;54.5;2.2;1.7
THU;2.02405E+11;10;920;21.2;54;1.6;1.6
THU;2.02405E+11;9.9;926;21.5;52.3;2.1;2.1
THU;2.02405E+11;9.6;930;21.4;51;2.1;1.9
THU;2.02405E+11;9.7;934;21.6;51;2;1.6
THU;2.02405E+11;9.9;935;22;51;2.7;2.6
THU;2.02405E+11;9.8;938;22;50.8;2.5;2.4
THU;2.02405E+11;10;940;22.4;50.7;2.4;2.3
THU;2.02405E+11;9.7;940;22.1;49.5;2;1.9
THU;2.02405E+11;10.1;933;22.8;49.9;2.5;2.3
THU;2.02405E+11;10;959;23;48.5;2.6;2.5
THU;2.02405E+11;9.6;871;22.9;47.1;2.2;2
THU;2.02405E+11;9.3;957;23.1;45.1;2.5;2.3
THU;2.02405E+11;9.1;900;23;44;2.3;2.1
THU;2.02405E+11;9.2;912;23.5;43.7;2.2;2.1
THU;2.02405E+11;8.8;806;23.3;41.9;2.2;2
THU;2.02405E+11;8.6;495;23;41.7;2.5;2.3
THU;2.02405E+11;8.2;500;23;39.9;2.9;2.8
THU;2.02405E+11;8.3;510;22.8;41.1;2.9;2.6
THU;2.02405E+11;8.7;866;23.6;40.7;2.4;2.1
THU;2.02405E+11;8.4;851;23.7;39.4;2.2;1.9
THU;2.02405E+11;8.2;717;23.7;38.5;2.2;2.1
THU;2.02405E+11;8.3;671;23.5;39;2.1;2
THU;2.02405E+11;8.2;333;23.3;39.3;2.1;2.1
THU;2.02405E+11;8.6;407;23.1;41.3;1.6;1.5
THU;2.02405E+11;8.3;531;23.6;39.1;2.2;2.2
THU;2.02405E+11;8.8;442;23.4;42.1;1.4;1.3
THU;2.02405E+11;8.1;215;23;39.6;1.6;1.5
THU;2.02405E+11;9.7;383;22.5;48.7;2.4;2.4
THU;2.02405E+11;9.5;270;22.4;47.5;2.1;2
THU;2.02405E+11;9.1;194;22.6;45.4;1.5;1.5
THU;2.02405E+11;9.4;217;22.7;46.7;1.4;1.3
THU;2.02405E+11;9.5;165;22.6;46.9;1.2;1.2
THU;2.02405E+11;9.5;157;22.5;47.8;1.4;1.4
THU;2.02405E+11;9.8;124;22.2;49.6;1.5;1.5
THU;2.02405E+11;9.7;122;22.1;49.6;1.4;1.3
THU;2.02405E+11;9.9;123;21.9;51.5;0.7;0.7
THU;2.02405E+11;9.5;201;22.4;47.9;0.6;0.6
THU;2.02405E+11;10;213;22.3;50.5;0.3;0.3
THU;2.02405E+11;9.6;281;23;46.7;1;1
THU;2.02405E+11;9.3;221;22.9;45.6;1;1
THU;2.02405E+11;9.7;190;22.8;47.7;1;1
THU;2.02405E+11;10.3;171;22.3;52.3;1.2;1.2
THU;2.02405E+11;10;109;22.3;50.7;0.5;0.5
THU;2.02405E+11;10;108;22.1;51.1;0.5;0.4
THU;2.02405E+11;8.6;84;22.5;42.9;1.3;1.3
THU;2.02405E+11;9;32;21.8;46.8;0.6;0.5
THU;2.02405E+11;9.2;25;21;50.4;0.9;0.9
THU;2.02405E+11;9;7;20.7;50.1;0.9;0.9
THU;2.02405E+11;9.2;0;20.2;52.5;1.3;1.2
THU;2.02405E+11;9.1;0;20.5;51.6;2;1.8
THU;2.02405E+11;9;0;20.4;50.8;1.5;1.5
THU;2.02405E+11;9.3;0;19;57.2;1.1;1
THU;2.02405E+11;9.7;0;18;62.9;1.1;1.1
THU;2.02405E+11;9.6;0;18.4;60.8;0.7;0.6
THU;2.02405E+11;9.6;0;17;66.5;0.5;0.3
THU;2.02405E+11;9.9;0;16.6;69.8;0.5;0.5
THU;2.02405E+11;9.5;0;17.3;64.8;1.7;1.7
THU;2.02405E+11;9.5;0;16.1;69.3;1.2;0.8
THU;2.02405E+11;10.1;0;13.7;85.6;0.7;0.7
THU;2.02405E+11;10;0;13.9;84;1.5;1.4
THU;2.02405E+11;10.1;0;13.2;87.7;0.6;0.6
THU;2.02405E+11;10;0;13.7;84.9;0.2;0.2
THU;2.02405E+11;9.9;0;13.4;85.4;0.4;0.4
THU;2.02405E+11;9.9;0;13.1;86.7;0.4;0.4
THU;2.02405E+11;10;0;12.8;89.3;0.8;0.6
THU;2.02405E+11;9.9;0;12.6;88.9;0.6;0.6
THU;2.02405E+11;9.9;0;12.3;91;0.6;0.6
THU;2.02405E+11;9.9;0;12.3;91.2;0.5;0.5
THU;2.02405E+11;9.9;0;11.8;93.9;0.7;0.6
THU;2.02405E+11;9.9;0;11.6;94.9;0.8;0.8
THU;2.02405E+11;9.7;0;11.1;96.1;0.9;0.9
THU;2.02405E+11;9.8;0;11.2;96.8;0.9;0.9
THU;2.02405E+11;9.8;0;11.4;96.1;1;0.9
THU;2.02405E+11;9.8;0;11.1;97.2;0.8;0.8
THU;2.02405E+11;9.8;0;11.1;96.7;0.5;0.5
THU;2.02405E+11;9.9;0;11.2;97.5;0.5;0.5
THU;2.02405E+11;9.8;0;11.2;97.4;0.5;0.5
THU;2.02405E+11;9.8;0;10.9;98.2;0.3;0.3
THU;2.02405E+11;9.8;0;11;98.1;0.8;0.7
THU;2.02405E+11;9.7;0;11.5;94.4;0.6;0.3
THU;2.02405E+11;9.5;0;10.9;96.1;0.6;0.2
THU;2.02405E+11;9.3;0;10.6;95.4;1;1
THU;2.02405E+11;9.5;0;10.6;97.8;0.9;0.8
THU;2.02405E+11;9.6;0;10.4;99.2;1;0.9
THU;2.02405E+11;9.6;0;10.6;98.5;0.8;0.8
THU;2.02405E+11;9.6;0;10.8;97.7;0.7;0.7
THU;2.02405E+11;9.7;0;10.7;98.5;0.9;0.8
THU;2.02405E+11;9.3;0;10.4;96.6;0.9;0.8
THU;2.02405E+11;9.3;0;10;99.2;1.2;1.2
THU;2.02405E+11;9.5;0;10.3;99.2;1.1;1
THU;2.02405E+11;9.6;0;10.6;98.4;0.6;0.4
THU;2.02405E+11;9.5;0;10.5;97.7;0.3;0.2
THU;2.02405E+11;9.5;0;10.3;99.1;0.6;0.5
THU;2.02405E+11;9.5;0;10.4;98.6;0.5;0.5
THU;2.02405E+11;9.3;0;9.9;99.1;0.5;0.4
THU;2.02405E+11;9.4;0;10.2;99.2;0.5;0.4
THU;2.02405E+11;9.2;0;9.8;99.2;0.5;0.4
THU;2.02405E+11;9;0;9.5;99.2;0.6;0.6
THU;2.02405E+11;9.1;0;9.6;99.3;0.5;0.4
THU;2.02405E+11;9.1;0;9.6;99.3;0.9;0.9
THU;2.02405E+11;9.3;0;10;99.2;0.7;0.7
THU;2.02405E+11;9.3;0;10.1;97.8;0.6;0.5
THU;2.02405E+11;9.3;0;10;99.2;0.5;0.4
THU;2.02405E+11;9.2;0;9.8;99.2;0.8;0.8
THU;2.02405E+11;9.4;2;10.1;99.2;0.2;0.2
THU;2.02405E+11;9.4;4;10.1;99.2;0.1;0.1
THU;2.02405E+11;9.4;11;10.2;99.2;0.2;0.2
THU;2.02405E+11;9.4;18;10.1;99.2;0.3;0.2
THU;2.02405E+11;9.3;22;10;99.3;0.5;0.5
THU;2.02405E+11;9.4;32;10.1;99.3;0.6;0.5
THU;2.02405E+11;9.4;51;10.1;99.2;0.7;0.6
THU;2.02405E+11;9.6;63;10.4;99.2;0.2;0.2
THU;2.02405E+11;9.8;72;10.7;99.2;0.5;0.5
THU;2.02405E+11;10.2;98;11.4;99.2;0.2;0.2
THU;2.02405E+11;10.4;79;11.8;99;0.6;0.3
THU;2.02405E+11;10.2;93;12.4;92.8;0.2;0.2
THU;2.02405E+11;10.2;105;12.6;92.6;0.4;0.4
THU;2.02405E+11;10.3;113;12.6;93.2;0.6;0.4
THU;2.02405E+11;9.8;141;12.8;87.5;0.9;0.9
THU;2.02405E+11;10.5;378;13.5;90;0.9;0.9
THU;2.02405E+11;10.4;454;14;86.1;1.1;1.1
THU;2.02405E+11;10.1;469;14.5;81.2;1.2;1.2
THU;2.02405E+11;9.8;478;15;76.5;1;0.9
THU;2.02405E+11;9.8;504;15.5;73.8;0.7;0.6
THU;2.02405E+11;9.6;536;16.2;69.3;0.4;0.3
THU;2.02405E+11;9.3;549;16.4;66.4;0.6;0.4
THU;2.02405E+11;9.6;606;16.7;67.2;1.1;1
THU;2.02405E+11;9.7;629;17.3;65.9;0.6;0.5
THU;2.02405E+11;9.6;669;17.7;63.7;0.7;0.7
THU;2.02405E+11;9.9;677;18.2;63.5;0.7;0.6
THU;2.02405E+11;9.9;711;18.7;62.1;0.8;0.7
THU;2.02405E+11;9.5;746;19.2;57.5;0.9;0.6
THU;2.02405E+11;8.7;778;19.7;51;0.8;0.7
THU;2.02405E+11;9.2;771;20;53;0.6;0.6
THU;2.02405E+11;9.1;791;20.2;52;1.1;1
THU;2.02405E+11;9.1;819;20.8;50.1;0.7;0.6
THU;2.02405E+11;9.9;849;21.1;53.7;1.8;1.7
THU;2.02405E+11;9.9;817;20.5;55.7;2.3;2.2
THU;2.02405E+11;10.2;869;20.7;56.7;2.2;2.1
THU;2.02405E+11;9.9;876;20.9;54.4;1.7;1.7
THU;2.02405E+11;9.6;843;21.4;51.6;1.8;1.7
THU;2.02405E+11;9.6;919;21.6;50.8;1.8;1.8
THU;2.02405E+11;9.6;881;22.1;49.1;0.8;0.5
THU;2.02405E+11;9.5;936;22.6;47.3;2;1.2
THU;2.02405E+11;9.4;1010;22.9;46;2.1;1.8
THU;2.02405E+11;9.3;1021;23;45.4;1;0.8
THU;2.02405E+11;9.5;437;22.2;48.6;3;3
THU;2.02405E+11;9.3;239;21.4;49.7;3.5;3.5
THU;2.02405E+11;9.7;224;20.9;53;3.7;3.7
THU;2.02405E+11;9.4;233;20.8;51.8;3.2;3.2
THU;2.02405E+11;10.1;264;20.4;57.3;2.8;2.7
THU;2.02405E+11;10.3;300;20.2;58.7;2.6;2.5
THU;2.02405E+11;10.6;360;20.4;60.2;2.4;2.3
THU;2.02405E+11;9.7;436;21.4;51.7;2.1;2.1
THU;2.02405E+11;9.5;522;21.9;49.4;1.7;1.7
THU;2.02405E+11;9.2;625;22.4;46.4;1.4;1.4
THU;2.02405E+11;9.2;504;22.5;46;0.6;0.5
THU;2.02405E+11;9.1;600;22.7;44.8;0.6;0.5
THU;2.02405E+11;9.2;314;22.4;46;1.1;1
THU;2.02405E+11;8.4;214;22.3;42.7;1.5;1.5
THU;2.02405E+11;9;147;22;46.3;2.2;2.1
THU;2.02405E+11;8.4;124;21;45.9;4.1;4
THU;2.02405E+11;8.2;128;20.5;46.1;5.5;5.5
THU;2.02405E+11;8.4;114;19.3;50.8;7;7
THU;2.02405E+11;8.7;84;18.6;54.7;7.2;7.1
THU;2.02405E+11;8.9;68;18;57.6;7;7
THU;2.02405E+11;9.5;61;17.4;63.8;4.5;4.5
THU;2.02405E+11;10.3;41;16.6;73;3.6;3.6
THU;2.02405E+11;9.9;30;17.2;68;4.7;4.6
THU;2.02405E+11;9.9;24;16.8;68.9;6.1;6.1
THU;2.02405E+11;9.4;22;17;65.3;5.3;5.3
THU;2.02405E+11;9.9;36;16.3;71;1.3;0.9
THU;2.02405E+11;10.5;112;16.3;75.4;3.4;3.2
THU;2.02405E+11;11.2;299;16;82;3.4;2.9
THU;2.02405E+11;11.5;252;16.5;82;3.9;3.9
THU;2.02405E+11;11;139;16.6;77.7;4.1;4.1
THU;2.02405E+11;10.5;72;16.7;73.7;4.7;4.6
THU;2.02405E+11;10.4;74;16.5;74.2;5.1;5.1
THU;2.02405E+11;10.8;76;16.6;76.2;3.6;3.5
THU;2.02405E+11;10.5;73;16.6;74.6;4.2;4.1
THU;2.02405E+11;10.5;76;16.9;72.7;3;2.9
THU;2.02405E+11;10.1;67;16.9;69.9;5.5;5.4
THU;2.02405E+11;9.9;107;16.9;69;6.2;6.1
THU;2.02405E+11;9.7;100;16.7;68.3;6.1;6.1
THU;2.02405E+11;9.9;86;16.4;70.8;6.5;6.5
THU;2.02405E+11;10;82;16.4;71.7;7.5;7.5
THU;2.02405E+11;10;68;16.3;72.5;6.1;6
THU;2.02405E+11;9.8;45;16.2;71.3;6.3;6.2
THU;2.02405E+11;10.2;33;15.6;76.5;4.9;4.9
THU;2.02405E+11;10.4;25;15.4;79;4.3;4.3
THU;2.02405E+11;10.2;19;15.4;77.8;4;3.9
THU;2.02405E+11;10.1;9;15.3;77.6;2.6;2.6
THU;2.02405E+11;10.2;3;14.8;80.6;1.8;1.8
THU;2.02405E+11;10.3;0;14.5;83.2;1.4;1.3
THU;2.02405E+11;10;0;14.8;79;3.4;3.2
THU;2.02405E+11;9.9;0;15.3;76.1;4.1;4
THU;2.02405E+11;9.9;0;15.5;75;4.7;4.7
THU;2.02405E+11;9.8;0;15.6;73.6;5;4.9
THU;2.02405E+11;9.8;0;15.5;74.2;4.9;4.9
THU;2.02405E+11;9.7;0;15.8;71.7;6;5.9
THU;2.02405E+11;9.6;0;15.9;70.7;4.6;4.6
THU;2.02405E+11;9.5;0;15.6;71.9;3.2;3.1
THU;2.02405E+11;9.5;0;15.6;71.8;3.4;3.4
THU;2.02405E+11;9.5;0;15.4;72.9;2.8;2.8
THU;2.02405E+11;9.8;0;14.8;77.3;1.2;1.1
THU;2.02405E+11;10;0;14.1;82.1;1.4;1.4
THU;2.02405E+11;10;0;14.1;82.6;1.9;1.6
THU;2.02405E+11;9.9;0;14.4;80.7;1.6;1.6
THU;2.02405E+11;9.9;0;14.8;77.6;2.5;2.4
THU;2.02405E+11;9.8;0;14.8;77.2;2.5;2.4
THU;2.02405E+11;10;0;14.4;80.9;1.7;1.6
THU;2.02405E+11;10.3;0;13.7;86.8;1.8;1.7
THU;2.02405E+11;10.4;0;13.8;87.2;1.2;1.1
THU;2.02405E+11;10.5;0;13.5;89.7;0.6;0.5
THU;2.02405E+11;10.7;0;13.1;93.8;1.3;1.3
THU;2.02405E+11;10.9;0;13;96.3;1.6;1.5
THU;2.02405E+11;10.7;0;13.5;91.8;1.3;1.3
THU;2.02405E+11;10.7;0;13.1;93.4;0.5;0.5
THU;2.02405E+11;10.9;0;13;96;0.6;0.6
THU;2.02405E+11;10.8;0;13.4;92.9;1.5;1.4
THU;2.02405E+11;10.4;0;13.3;89.6;1.8;1.7
THU;2.02405E+11;10.4;0;13;92.4;1.6;1.6
THU;2.02405E+11;10.5;0;12.7;94.5;1.3;1.3
THU;2.02405E+11;10.7;0;12.7;95.9;1.1;1
THU;2.02405E+11;10.4;0;13.3;89.5;1.4;1.4
THU;2.02405E+11;10.4;0;13.3;89.7;2;2
THU;2.02405E+11;10.4;0;13.1;91.3;2.2;2.1
THU;2.02405E+11;10.4;0;13.2;90.3;1.9;1.8
THU;2.02405E+11;10.2;0;13.1;89.7;1.5;1.5
THU;2.02405E+11;10.1;0;13.2;88;1.7;1.7
THU;2.02405E+11;10;0;13.5;85.2;1.9;1.8
THU;2.02405E+11;10;0;13.2;87.2;1.3;1.2
THU;2.02405E+11;9.8;0;13.4;84.9;1.1;1
THU;2.02405E+11;9.9;0;12.8;87.9;1.7;1.6
THU;2.02405E+11;10.2;0;11.9;95.9;1.3;1.2
THU;2.02405E+11;10.5;0;12.3;96.6;0.4;0.4
THU;2.02405E+11;10.1;0;12.6;91.5;0.7;0.6
THU;2.02405E+11;10.2;0;12.5;92.7;0.9;0.9
THU;2.02405E+11;10.1;0;12.5;91.9;0.7;0.5
THU;2.02405E+11;10;0;12.6;90.5;0.9;0.7
THU;2.02405E+11;9.9;0;12.3;91.3;1.2;1
THU;2.02405E+11;10.3;0;11.7;98.8;0.6;0.5
THU;2.02405E+11;10.3;0;11.8;97.4;0.8;0.8
THU;2.02405E+11;10.2;0;11.4;99.1;0.8;0.6
THU;2.02405E+11;10.2;0;11.4;99.2;0.6;0.6
THU;2.02405E+11;10.1;0;11.3;99.2;1;1
THU;2.02405E+11;10.1;0;11.2;99.3;1;1
THU;2.02405E+11;10.3;0;11.5;99.2;0.5;0.5
THU;2.02405E+11;10.3;0;11.6;99.2;0.6;0.6
THU;2.02405E+11;10.3;6;11.5;99.2;0.5;0.5
THU;2.02405E+11;10.3;10;11.6;99.2;0.7;0.6
THU;2.02405E+11;10.3;15;11.7;99.2;0.4;0.4
THU;2.02405E+11;10.3;19;11.7;99.2;0.8;0.7
THU;2.02405E+11;10.1;24;11.3;99.2;1;0.9
THU;2.02405E+11;10.3;33;11.5;99.2;0.8;0.8
THU;2.02405E+11;10.2;44;11.4;99.2;1.2;1.2
THU;2.02405E+11;10.3;57;11.6;99.2;1;1
THU;2.02405E+11;10.6;83;12.1;98.7;0.9;0.8
THU;2.02405E+11;10.5;139;12.6;94.8;0.6;0.4
THU;2.02405E+11;10.7;179;13;94.2;0.7;0.7
THU;2.02405E+11;10.5;190;13.5;89.8;0.8;0.8
THU;2.02405E+11;10.3;184;13.7;86.5;0.8;0.8
THU;2.02405E+11;10.2;180;13.8;85.5;0.8;0.8
THU;2.02405E+11;10.2;217;14;84.4;0.4;0.3
THU;2.02405E+11;10.2;290;14.1;84.2;0.6;0.6
THU;2.02405E+11;10.3;452;14.6;82.7;0.4;0.2
THU;2.02405E+11;10.2;357;14.9;80.6;0.4;0.4
THU;2.02405E+11;10.1;413;15.3;77.9;0.3;0.3
THU;2.02405E+11;10.4;378;15.6;78.2;0.6;0.6
THU;2.02405E+11;9.8;434;15.9;72.6;0.5;0.4
THU;2.02405E+11;9.8;674;16.5;69.8;0.2;0
THU;2.02405E+11;10.1;780;17.1;69.4;0.7;0.1
THU;2.02405E+11;10.1;655;17.4;67.9;0.9;0.7
THU;2.02405E+11;9.8;613;17.6;65.4;1.2;0.8
THU;2.02405E+11;9.7;738;18.3;62.3;1.1;1
THU;2.02405E+11;9.4;380;17.9;61.7;1.2;0.9
THU;2.02405E+11;9.3;359;17.9;61.2;1.3;1.3
THU;2.02405E+11;9.2;494;18.1;59.2;1.4;1.4
THU;2.02405E+11;8.9;551;18.4;56.9;1.7;1.6
THU;2.02405E+11;8.8;380;18.2;56.6;1.4;1.3
THU;2.02405E+11;9.1;362;18.4;57.8;1.5;1.4
THU;2.02405E+11;9.4;308;18.2;60.1;2;1.9
THU;2.02405E+11;9.2;285;18;60.2;2.2;2.2
THU;2.02405E+11;9.5;294;18;62.1;2.2;2.2
THU;2.02405E+11;9.8;267;18.1;63.5;2.2;2.2
THU;2.02405E+11;9.6;281;18.1;62.3;2.1;2.1
THU;2.02405E+11;9.8;722;18.7;61.2;2;2
THU;2.02405E+11;9.9;914;19.7;58.2;2;1.9
THU;2.02405E+11;8.6;333;18.9;53.2;2.5;2.4
THU;2.02405E+11;8.6;302;18.8;53.7;2.3;2.3
THU;2.02405E+11;9.1;284;18.6;57.5;2.7;2.7
THU;2.02405E+11;9.2;359;18.7;57.3;2.6;2.5
THU;2.02405E+11;9.4;342;18.8;58.2;2.3;2.2
THU;2.02405E+11;9.2;319;18.9;56.6;1.3;1.3
THU;2.02405E+11;8.8;397;19.1;53.8;0.9;0.8
THU;2.02405E+11;9;385;19.3;54.5;1.3;1.2
THU;2.02405E+11;9.4;371;19.4;56.2;0.9;0.8
THU;2.02405E+11;9.1;514;19.4;54.6;1.2;1.2
THU;2.02405E+11;9.6;642;19.9;55.9;2.3;2.2
THU;2.02405E+11;10.3;869;19.2;62.4;4.9;4.9
THU;2.02405E+11;10.1;1148;19.6;59.8;5.1;5.1
THU;2.02405E+11;9.6;794;19;59.3;5.7;5.7
THU;2.02405E+11;9.4;575;19;57.6;4.7;4.7
THU;2.02405E+11;9.2;478;18.6;58;4.1;4.1
THU;2.02405E+11;9;581;18.8;55.8;4.6;4.6
THU;2.02405E+11;8.8;505;19.1;53.7;3.5;3.5
THU;2.02405E+11;8.9;782;20;51.8;3.4;3.3
THU;2.02405E+11;8.8;878;20.3;49.9;3.3;3.2
THU;2.02405E+11;8.7;680;20.3;49.5;3.5;3.4
THU;2.02405E+11;8.9;771;20.3;50.6;3.3;3.3
THU;2.02405E+11;8.9;656;19.9;51.6;3.6;3.5
THU;2.02405E+11;8.5;214;18.8;53.2;3.8;3.7
THU;2.02405E+11;8.7;217;18.5;55.1;3.3;3.3
THU;2.02405E+11;8.9;207;18.7;55.9;2.5;2.5
THU;2.02405E+11;9.2;216;19;56.5;2.1;2
THU;2.02405E+11;8.7;239;19.4;52.4;1.7;1.6
THU;2.02405E+11;8.9;135;19.1;54.3;1.9;1.8
THU;2.02405E+11;8.3;43;18.8;51.7;4.9;4.7
THU;2.02405E+11;6.8;49;18;44.1;7.5;7.5
THU;2.02405E+11;7;61;17.7;46.4;5.3;5.2
THU;2.02405E+11;7.5;65;17;51.5;4.6;4.4
THU;2.02405E+11;7.5;54;17.4;50.3;2.8;2.4
THU;2.02405E+11;7.6;46;17.5;50.9;1.3;1
THU;2.02405E+11;8.2;46;16.3;59;4.5;4.3
THU;2.02405E+11;9.1;42;14.8;72.1;5.3;5.2
THU;2.02405E+11;9.3;53;14.3;76.3;5.9;5.8
THU;2.02405E+11;9.5;74;14.2;77.8;5.3;5.3
THU;2.02405E+11;9.3;100;14.3;76.3;5.9;5.9
THU;2.02405E+11;9.3;126;14.8;73.3;5.6;5.6
THU;2.02405E+11;9.2;188;15.3;70.1;6.1;6.1
THU;2.02405E+11;9;175;15.4;68.5;5.2;5.2
THU;2.02405E+11;8.6;124;15.7;64.3;5.7;5.7
THU;2.02405E+11;8.7;72;15.3;66.7;4.4;4.4
THU;2.02405E+11;8.9;63;14.8;69.9;2.4;2.3
THU;2.02405E+11;8.6;45;15.2;66.8;3.1;3
THU;2.02405E+11;8.7;15;14.6;69.7;3;2.6
THU;2.02405E+11;8.9;3;13.6;75.6;3;3
THU;2.02405E+11;8.8;0;13.6;74.6;2.5;2.5
THU;2.02405E+11;8.7;0;13.2;76.1;2.5;2.5
THU;2.02405E+11;8.6;0;13.5;73.6;1.9;1.9
THU;2.02405E+11;8.7;0;12.8;77.7;2.6;2.5
THU;2.02405E+11;8.9;0;12.4;81.1;2.7;2.7
THU;2.02405E+11;8.9;0;12;83.4;2.5;2.5
THU;2.02405E+11;8.9;0;11.9;83.7;1.8;1.7
THU;2.02405E+11;9.1;0;11.5;88.2;1.9;1.9
THU;2.02405E+11;8.8;0;11.3;86.9;2.1;2.1
THU;2.02405E+11;9;0;10.9;90.7;1.4;1.3
THU;2.02405E+11;8.9;0;11.3;87.6;1.4;1.3
THU;2.02405E+11;8.9;0;10.9;89.9;1.3;1.2
THU;2.02405E+11;9.1;0;11.1;90;1;0.9
THU;2.02405E+11;8.8;0;11.4;85.8;0.5;0.4
THU;2.02405E+11;8.7;0;9.9;93.5;0.6;0.6
THU;2.02405E+11;8.7;0;9.4;96.1;1.1;1
THU;2.02405E+11;8.8;0;9.1;98.7;1.4;1.3
THU;2.02405E+11;8.8;0;9.3;97.8;1.2;0.7
THU;2.02405E+11;8.8;0;9.7;95.6;1.2;0.8
THU;2.02405E+11;8.4;0;8.6;97.6;1.7;1.6
THU;2.02405E+11;8.8;0;9.4;97.4;2.4;2.3
THU;2.02405E+11;8.7;0;9.8;94.1;1.8;1.8
THU;2.02405E+11;8.5;0;9.2;95.5;1.2;0.9
THU;2.02405E+11;8.6;0;9.3;96;0.7;0.4
THU;2.02405E+11;8.2;0;8.1;97.8;1.9;1.9
THU;2.02405E+11;8.6;0;8.7;99.2;1.9;1.9
THU;2.02405E+11;8.6;0;8.7;99.2;1.8;1.8
THU;2.02405E+11;8.5;0;8.5;98.9;1.4;1.2
THU;2.02405E+11;8.5;0;8.7;98.4;1.3;1.2
THU;2.02405E+11;8.6;0;8.8;98.7;0.7;0.6
THU;2.02405E+11;8.2;0;8;99.2;1.2;1.2
THU;2.02405E+11;8.2;0;7.9;99.2;0.6;0.6
THU;2.02405E+11;8.1;0;7.8;99.3;0.9;0.2
THU;2.02405E+11;8;0;7.6;99.3;0.6;0.6
THU;2.02405E+11;8;0;7.5;99.3;1.3;1.2
THU;2.02405E+11;8.2;0;7.9;99.3;0.7;0.6
THU;2.02405E+11;8;0;7.5;99.2;0.8;0.7
THU;2.02405E+11;8;0;7.7;99.2;1.4;1.3
THU;2.02405E+11;7.8;0;7.3;99.2;1.1;1
THU;2.02405E+11;7.6;0;6.8;99.3;1.1;1
THU;2.02405E+11;7.7;0;7.1;99.3;1.1;0.9
THU;2.02405E+11;8;0;7.5;99.3;1;0.6
THU;2.02405E+11;7.9;0;7.3;99.3;1.3;1.2
THU;2.02405E+11;7.8;0;7.2;99.3;0.5;0.3
THU;2.02405E+11;7.6;0;6.8;99.3;1.6;1.6
THU;2.02405E+11;7.7;0;7;99.3;1;0.9
THU;2.02405E+11;7.9;0;7.3;99.3;0.8;0.7
THU;2.02405E+11;7.9;0;7.4;99.3;0.8;0.8
THU;2.02405E+11;7.5;0;6.7;99.3;1.6;1.6
THU;2.02405E+11;7.6;0;6.8;99.3;0.4;0.1
THU;2.02405E+11;7.6;0;6.8;99.3;0.6;0.3
THU;2.02405E+11;7.4;0;6.4;99.3;0.6;0.6
THU;2.02405E+11;7.4;0;6.5;99.3;1.4;1.3
THU;2.02405E+11;7.5;0;6.7;99.3;1.3;1.3
THU;2.02405E+11;7.5;1;6.7;99.3;0.6;0.4
THU;2.02405E+11;7.2;4;6;99.3;0.5;0.5
THU;2.02405E+11;7;15;5.5;99.3;0.8;0.8
THU;2.02405E+11;7.1;34;5.7;99.3;1;1
THU;2.02405E+11;7.2;53;6.1;99.3;0.6;0.6
THU;2.02405E+11;7.7;77;6.9;99.3;1;0.9
THU;2.02405E+11;8;104;7.6;99.3;0.6;0.6
THU;2.02405E+11;8.2;133;8.1;99.3;0.1;0.1
THU;2.02405E+11;8.5;161;8.6;99.3;0.4;0.2
THU;2.02405E+11;9;191;9.4;99.2;0.3;0.3
THU;2.02405E+11;9.1;222;10.1;96.4;0.6;0.5
THU;2.02405E+11;8.9;253;10.7;90.8;0.2;0.2
THU;2.02405E+11;8.8;284;11.2;87;0.3;0.3
THU;2.02405E+11;8.9;314;11.5;86.5;0.3;0.2
THU;2.02405E+11;9;345;12.1;84.6;0.3;0.3
THU;2.02405E+11;9.1;378;12.7;81.7;0.8;0.8
THU;2.02405E+11;8.9;410;13.1;78.5;0.4;0.4
THU;2.02405E+11;9.1;432;13.6;76.8;0.3;0.2
THU;2.02405E+11;8.9;469;13.9;74.4;0.7;0.6
THU;2.02405E+11;8.7;501;14.3;70.9;0.6;0.5
THU;2.02405E+11;8.7;532;14.5;69.5;0.7;0.6
